"country_or_area","year","Total_Consumption","unit","alpha.3"
"Benin",1995,264,"Kilowatt-hours, million","BEN"
"Benin",2006,614,"Kilowatt-hours, million","BEN"
"Benin",2014,1031,"Kilowatt-hours, million","BEN"
"Benin",2009,786,"Kilowatt-hours, million","BEN"
"Benin",2007,672,"Kilowatt-hours, million","BEN"
"Benin",2003,486,"Kilowatt-hours, million","BEN"
"Bermuda",2011,636,"Kilowatt-hours, million","BMU"
"Bermuda",2013,586,"Kilowatt-hours, million","BMU"
"Bermuda",2014,577,"Kilowatt-hours, million","BMU"
"Bermuda",2005,617,"Kilowatt-hours, million","BMU"
"Bermuda",2002,576,"Kilowatt-hours, million","BMU"
"Bermuda",1994,475,"Kilowatt-hours, million","BMU"
"Bermuda",1999,504,"Kilowatt-hours, million","BMU"
"Bermuda",2004,595,"Kilowatt-hours, million","BMU"
"Bermuda",2007,644,"Kilowatt-hours, million","BMU"
"Bermuda",1997,486,"Kilowatt-hours, million","BMU"
"Bermuda",2003,580,"Kilowatt-hours, million","BMU"
"Bermuda",2010,651,"Kilowatt-hours, million","BMU"
"Bermuda",2001,554,"Kilowatt-hours, million","BMU"
"Bermuda",1996,480,"Kilowatt-hours, million","BMU"
"Bermuda",2008,645,"Kilowatt-hours, million","BMU"
"Bermuda",2012,606,"Kilowatt-hours, million","BMU"
"Bermuda",1998,486,"Kilowatt-hours, million","BMU"
"Bermuda",2006,631,"Kilowatt-hours, million","BMU"
"Bermuda",2009,657,"Kilowatt-hours, million","BMU"
"Bermuda",1995,477,"Kilowatt-hours, million","BMU"
"Bermuda",2000,535,"Kilowatt-hours, million","BMU"
"Bhutan",2004,618.71,"Kilowatt-hours, million","BTN"
"Bhutan",2002,550.95,"Kilowatt-hours, million","BTN"
"Bhutan",2014,2003.92,"Kilowatt-hours, million","BTN"
"Bhutan",2003,560.828,"Kilowatt-hours, million","BTN"
"Bhutan",1999,402,"Kilowatt-hours, million","BTN"
"Bhutan",1994,276,"Kilowatt-hours, million","BTN"
"Bhutan",2012,1769.58,"Kilowatt-hours, million","BTN"
"Bhutan",2005,612.91,"Kilowatt-hours, million","BTN"
"Bhutan",2006,764.41,"Kilowatt-hours, million","BTN"
"Bhutan",2008,1203.16,"Kilowatt-hours, million","BTN"
"Bhutan",1998,431,"Kilowatt-hours, million","BTN"
"Bhutan",2011,1638.1,"Kilowatt-hours, million","BTN"
"Bhutan",2013,1841.46,"Kilowatt-hours, million","BTN"
"Bhutan",2010,1573.49,"Kilowatt-hours, million","BTN"
"Bhutan",2007,990.22,"Kilowatt-hours, million","BTN"
"Bhutan",2009,1498.02,"Kilowatt-hours, million","BTN"
"Bhutan",2000,399,"Kilowatt-hours, million","BTN"
"Bhutan",1997,367,"Kilowatt-hours, million","BTN"
"Bhutan",1996,343,"Kilowatt-hours, million","BTN"
"Bhutan",2001,489.415,"Kilowatt-hours, million","BTN"
"Bhutan",1995,269,"Kilowatt-hours, million","BTN"
"Bolivia (Plur. State of)",2004,3972,"Kilowatt-hours, million","BOL"
"Bolivia (Plur. State of)",2001,3561,"Kilowatt-hours, million","BOL"
"Bolivia (Plur. State of)",2011,6329,"Kilowatt-hours, million","BOL"
"Bolivia (Plur. State of)",1994,2451,"Kilowatt-hours, million","BOL"
"Bolivia (Plur. State of)",1997,3054,"Kilowatt-hours, million","BOL"
"Bolivia (Plur. State of)",2003,3786,"Kilowatt-hours, million","BOL"
"Bolivia (Plur. State of)",2008,5473,"Kilowatt-hours, million","BOL"
"Bolivia (Plur. State of)",2014,7392,"Kilowatt-hours, million","BOL"
"Bolivia (Plur. State of)",2012,6613,"Kilowatt-hours, million","BOL"
"Bolivia (Plur. State of)",2002,3713,"Kilowatt-hours, million","BOL"
"Bolivia (Plur. State of)",2013,6962,"Kilowatt-hours, million","BOL"
"Bolivia (Plur. State of)",2007,4950,"Kilowatt-hours, million","BOL"
"Bolivia (Plur. State of)",1998,3251,"Kilowatt-hours, million","BOL"
"Bolivia (Plur. State of)",2009,5717,"Kilowatt-hours, million","BOL"
"Bolivia (Plur. State of)",1995,2644,"Kilowatt-hours, million","BOL"
"Bolivia (Plur. State of)",2010,6112,"Kilowatt-hours, million","BOL"
"Bolivia (Plur. State of)",1999,3422,"Kilowatt-hours, million","BOL"
"Bolivia (Plur. State of)",2000,3472,"Kilowatt-hours, million","BOL"
"Bolivia (Plur. State of)",1996,2839,"Kilowatt-hours, million","BOL"
"Bolivia (Plur. State of)",2005,4277,"Kilowatt-hours, million","BOL"
"Bolivia (Plur. State of)",2006,4583,"Kilowatt-hours, million","BOL"
"Bonaire, St Eustatius, Saba",2013,90.8,"Kilowatt-hours, million","BES"
"Bonaire, St Eustatius, Saba",2012,88.3,"Kilowatt-hours, million","BES"
"Bonaire, St Eustatius, Saba",2014,92,"Kilowatt-hours, million","BES"
"Bosnia and Herzegovina",2004,7394,"Kilowatt-hours, million","BIH"
"Bosnia and Herzegovina",2011,10788,"Kilowatt-hours, million","BIH"
"Bosnia and Herzegovina",2013,10933,"Kilowatt-hours, million","BIH"
"Bosnia and Herzegovina",2009,9463,"Kilowatt-hours, million","BIH"
"Bosnia and Herzegovina",2002,6788,"Kilowatt-hours, million","BIH"
"Bosnia and Herzegovina",1999,5433,"Kilowatt-hours, million","BIH"
"Bosnia and Herzegovina",1998,5746,"Kilowatt-hours, million","BIH"
"Bosnia and Herzegovina",2003,7209,"Kilowatt-hours, million","BIH"
"Bosnia and Herzegovina",2010,10347,"Kilowatt-hours, million","BIH"
"Bosnia and Herzegovina",2007,7754,"Kilowatt-hours, million","BIH"
"Bosnia and Herzegovina",2001,6340,"Kilowatt-hours, million","BIH"
"Bosnia and Herzegovina",2008,9984,"Kilowatt-hours, million","BIH"
"Bosnia and Herzegovina",1995,3605,"Kilowatt-hours, million","BIH"
"Bosnia and Herzegovina",1997,4868,"Kilowatt-hours, million","BIH"
"Bosnia and Herzegovina",1994,3443,"Kilowatt-hours, million","BIH"
"Bosnia and Herzegovina",2006,7767,"Kilowatt-hours, million","BIH"
"Bosnia and Herzegovina",2005,7734,"Kilowatt-hours, million","BIH"
"Bosnia and Herzegovina",2014,10587,"Kilowatt-hours, million","BIH"
"Bosnia and Herzegovina",2012,11097,"Kilowatt-hours, million","BIH"
"Bosnia and Herzegovina",1996,4132,"Kilowatt-hours, million","BIH"
"Bosnia and Herzegovina",2000,5860,"Kilowatt-hours, million","BIH"
"Botswana",2011,3118,"Kilowatt-hours, million","BWA"
"Botswana",2013,3310.2,"Kilowatt-hours, million","BWA"
"Botswana",2004,2366.4,"Kilowatt-hours, million","BWA"
"Botswana",2001,1842.6,"Kilowatt-hours, million","BWA"
"Botswana",2007,2776.7,"Kilowatt-hours, million","BWA"
"Botswana",1999,1654,"Kilowatt-hours, million","BWA"
"Botswana",2003,2150.1,"Kilowatt-hours, million","BWA"
"Botswana",1998,1579,"Kilowatt-hours, million","BWA"
"Botswana",1995,680,"Kilowatt-hours, million","BWA"
"Botswana",2014,3449,"Kilowatt-hours, million","BWA"
"Botswana",1994,596,"Kilowatt-hours, million","BWA"
"Botswana",2002,1954.8,"Kilowatt-hours, million","BWA"
"Botswana",1996,778,"Kilowatt-hours, million","BWA"
"Botswana",2009,2916.9,"Kilowatt-hours, million","BWA"
"Botswana",2010,3108.5,"Kilowatt-hours, million","BWA"
"Botswana",2012,3198.01,"Kilowatt-hours, million","BWA"
"Botswana",2008,2888.7,"Kilowatt-hours, million","BWA"
"Botswana",2000,1670.7,"Kilowatt-hours, million","BWA"
"Botswana",1997,1016,"Kilowatt-hours, million","BWA"
"Botswana",2005,2415.9,"Kilowatt-hours, million","BWA"
"Botswana",2006,2626.4,"Kilowatt-hours, million","BWA"
"Brazil",2011,456748,"Kilowatt-hours, million","BRA"
"Brazil",2013,486454,"Kilowatt-hours, million","BRA"
"Brazil",2000,321159,"Kilowatt-hours, million","BRA"
"Brazil",1998,297402,"Kilowatt-hours, million","BRA"
"Brazil",2012,472048,"Kilowatt-hours, million","BRA"
"Brazil",2004,346746,"Kilowatt-hours, million","BRA"
"Brazil",2014,501399,"Kilowatt-hours, million","BRA"
"Brazil",1994,242039,"Kilowatt-hours, million","BRA"
"Brazil",2003,330204,"Kilowatt-hours, million","BRA"
"Brazil",1999,305329,"Kilowatt-hours, million","BRA"
"Brazil",2006,375378,"Kilowatt-hours, million","BRA"
"Brazil",2009,407881,"Kilowatt-hours, million","BRA"
"Brazil",2008,409855,"Kilowatt-hours, million","BRA"
"Brazil",2002,312721,"Kilowatt-hours, million","BRA"
"Brazil",1997,285545,"Kilowatt-hours, million","BRA"
"Brazil",2010,437863,"Kilowatt-hours, million","BRA"
"Brazil",1995,256506,"Kilowatt-hours, million","BRA"
"Brazil",1996,268663,"Kilowatt-hours, million","BRA"
"Brazil",2007,394861,"Kilowatt-hours, million","BRA"
"Brazil",2005,361660,"Kilowatt-hours, million","BRA"
"Brazil",2001,298575,"Kilowatt-hours, million","BRA"
"British Virgin Islands",2004,81,"Kilowatt-hours, million","VGB"
"British Virgin Islands",2011,110,"Kilowatt-hours, million","VGB"
"British Virgin Islands",1999,67,"Kilowatt-hours, million","VGB"
"British Virgin Islands",2012,109,"Kilowatt-hours, million","VGB"
"British Virgin Islands",2003,77,"Kilowatt-hours, million","VGB"
"British Virgin Islands",1994,45,"Kilowatt-hours, million","VGB"
"British Virgin Islands",2006,87,"Kilowatt-hours, million","VGB"
"British Virgin Islands",2013,109,"Kilowatt-hours, million","VGB"
"British Virgin Islands",1998,65,"Kilowatt-hours, million","VGB"
"British Virgin Islands",2005,81,"Kilowatt-hours, million","VGB"
"British Virgin Islands",2008,102.1,"Kilowatt-hours, million","VGB"
"British Virgin Islands",2007,91,"Kilowatt-hours, million","VGB"
"British Virgin Islands",2000,70,"Kilowatt-hours, million","VGB"
"British Virgin Islands",1995,50,"Kilowatt-hours, million","VGB"
"British Virgin Islands",1996,55.5,"Kilowatt-hours, million","VGB"
"British Virgin Islands",2001,73,"Kilowatt-hours, million","VGB"
"British Virgin Islands",2002,76,"Kilowatt-hours, million","VGB"
"British Virgin Islands",2014,111,"Kilowatt-hours, million","VGB"
"British Virgin Islands",2009,105.1,"Kilowatt-hours, million","VGB"
"British Virgin Islands",2010,107,"Kilowatt-hours, million","VGB"
"British Virgin Islands",1997,62.2,"Kilowatt-hours, million","VGB"
"Brunei Darussalam",1994,1330,"Kilowatt-hours, million","BRN"
"Brunei Darussalam",1999,2419,"Kilowatt-hours, million","BRN"
"Brunei Darussalam",2003,2713,"Kilowatt-hours, million","BRN"
"Brunei Darussalam",1996,1994,"Kilowatt-hours, million","BRN"
"Brunei Darussalam",2007,2748,"Kilowatt-hours, million","BRN"
"Brunei Darussalam",2011,3064,"Kilowatt-hours, million","BRN"
"Brunei Darussalam",2008,2784,"Kilowatt-hours, million","BRN"
"Brunei Darussalam",2009,2871,"Kilowatt-hours, million","BRN"
"Brunei Darussalam",2010,2914,"Kilowatt-hours, million","BRN"
"Brunei Darussalam",2012,3208,"Kilowatt-hours, million","BRN"
"Brunei Darussalam",2000,2519,"Kilowatt-hours, million","BRN"
"Brunei Darussalam",2002,2644,"Kilowatt-hours, million","BRN"
"Brunei Darussalam",2005,3069,"Kilowatt-hours, million","BRN"
"Brunei Darussalam",2006,3002,"Kilowatt-hours, million","BRN"
"Brunei Darussalam",2004,3050,"Kilowatt-hours, million","BRN"
"Brunei Darussalam",1995,1759,"Kilowatt-hours, million","BRN"
"Brunei Darussalam",1998,2717,"Kilowatt-hours, million","BRN"
"Brunei Darussalam",2001,2540,"Kilowatt-hours, million","BRN"
"Brunei Darussalam",1997,2320,"Kilowatt-hours, million","BRN"
"Brunei Darussalam",2013,3155,"Kilowatt-hours, million","BRN"
"Brunei Darussalam",2014,3357,"Kilowatt-hours, million","BRN"
"Bulgaria",2010,27103,"Kilowatt-hours, million","BGR"
"Bulgaria",2002,24081,"Kilowatt-hours, million","BGR"
"Bulgaria",2012,27845,"Kilowatt-hours, million","BGR"
"Bulgaria",1995,27772,"Kilowatt-hours, million","BGR"
"Bulgaria",2011,28421,"Kilowatt-hours, million","BGR"
"Bulgaria",2014,27674,"Kilowatt-hours, million","BGR"
"Bulgaria",1994,27008,"Kilowatt-hours, million","BGR"
"Bulgaria",1998,26141,"Kilowatt-hours, million","BGR"
"Bulgaria",2006,26888,"Kilowatt-hours, million","BGR"
"Bulgaria",2013,27532,"Kilowatt-hours, million","BGR"
"Bulgaria",1996,29890,"Kilowatt-hours, million","BGR"
"Bulgaria",1999,23793,"Kilowatt-hours, million","BGR"
"Bulgaria",2004,24959,"Kilowatt-hours, million","BGR"
"Bulgaria",2000,24251,"Kilowatt-hours, million","BGR"
"Bulgaria",2008,28658,"Kilowatt-hours, million","BGR"
"Bulgaria",2003,25134,"Kilowatt-hours, million","BGR"
"Bulgaria",2007,27213,"Kilowatt-hours, million","BGR"
"Bulgaria",1997,26916,"Kilowatt-hours, million","BGR"
"Bulgaria",2001,24593,"Kilowatt-hours, million","BGR"
"Bulgaria",2009,26847,"Kilowatt-hours, million","BGR"
"Bulgaria",2005,25716,"Kilowatt-hours, million","BGR"
"Burkina Faso",1999,306.3,"Kilowatt-hours, million","BFA"
"Burkina Faso",2012,944.7,"Kilowatt-hours, million","BFA"
"Burkina Faso",1996,225.9,"Kilowatt-hours, million","BFA"
"Burkina Faso",2011,849.8,"Kilowatt-hours, million","BFA"
"Burkina Faso",1995,207.5,"Kilowatt-hours, million","BFA"
"Burkina Faso",2007,601.5,"Kilowatt-hours, million","BFA"
"Burkina Faso",2000,330.6,"Kilowatt-hours, million","BFA"
"Burkina Faso",1994,180,"Kilowatt-hours, million","BFA"
"Burkina Faso",2014,1123.353,"Kilowatt-hours, million","BFA"
"Burkina Faso",2010,781.3,"Kilowatt-hours, million","BFA"
"Burkina Faso",1998,280.6,"Kilowatt-hours, million","BFA"
"Burkina Faso",2004,471.7,"Kilowatt-hours, million","BFA"
"Burkina Faso",2002,401.6,"Kilowatt-hours, million","BFA"
"Burkina Faso",1997,259.3,"Kilowatt-hours, million","BFA"
"Burkina Faso",2005,534.3,"Kilowatt-hours, million","BFA"
"Burkina Faso",2006,574.1,"Kilowatt-hours, million","BFA"
"Burkina Faso",2003,423.7,"Kilowatt-hours, million","BFA"
"Burkina Faso",2001,356.5,"Kilowatt-hours, million","BFA"
"Burkina Faso",2008,629.283,"Kilowatt-hours, million","BFA"
"Burkina Faso",2013,1037.3,"Kilowatt-hours, million","BFA"
"Burkina Faso",2009,705.028,"Kilowatt-hours, million","BFA"
"Burundi",2011,244.3,"Kilowatt-hours, million","BDI"
"Burundi",1999,109,"Kilowatt-hours, million","BDI"
"Burundi",2007,159,"Kilowatt-hours, million","BDI"
"Burundi",1995,88,"Kilowatt-hours, million","BDI"
"Burundi",2002,125,"Kilowatt-hours, million","BDI"
"Burundi",1994,84,"Kilowatt-hours, million","BDI"
"Burundi",2012,237.9,"Kilowatt-hours, million","BDI"
"Burundi",2013,259.291,"Kilowatt-hours, million","BDI"
"Burundi",2005,138,"Kilowatt-hours, million","BDI"
"Burundi",1998,114,"Kilowatt-hours, million","BDI"
"Burundi",2014,264.922,"Kilowatt-hours, million","BDI"
"Burundi",2006,123,"Kilowatt-hours, million","BDI"
"Burundi",2010,200,"Kilowatt-hours, million","BDI"
"Burundi",2008,151,"Kilowatt-hours, million","BDI"
"Burundi",1997,90,"Kilowatt-hours, million","BDI"
"Burundi",2004,123,"Kilowatt-hours, million","BDI"
"Burundi",2000,110,"Kilowatt-hours, million","BDI"
"Burundi",2003,122,"Kilowatt-hours, million","BDI"
"Burundi",1996,89,"Kilowatt-hours, million","BDI"
"Burundi",2009,172,"Kilowatt-hours, million","BDI"
"Burundi",2001,124,"Kilowatt-hours, million","BDI"
"Côte d'Ivoire",1994,1929,"Kilowatt-hours, million","CIV"
"Côte d'Ivoire",2010,4117,"Kilowatt-hours, million","CIV"
"Côte d'Ivoire",2012,4708,"Kilowatt-hours, million","CIV"
"Côte d'Ivoire",2011,3836,"Kilowatt-hours, million","CIV"
"Côte d'Ivoire",2007,3305,"Kilowatt-hours, million","CIV"
"Côte d'Ivoire",2014,5808,"Kilowatt-hours, million","CIV"
"Côte d'Ivoire",1999,2907,"Kilowatt-hours, million","CIV"
"Côte d'Ivoire",2006,3307,"Kilowatt-hours, million","CIV"
"Côte d'Ivoire",1997,2172,"Kilowatt-hours, million","CIV"
"Côte d'Ivoire",2000,2920,"Kilowatt-hours, million","CIV"
"Côte d'Ivoire",1998,2850,"Kilowatt-hours, million","CIV"
"Côte d'Ivoire",2004,2813,"Kilowatt-hours, million","CIV"
"Côte d'Ivoire",2009,3728,"Kilowatt-hours, million","CIV"
"Côte d'Ivoire",2008,3546,"Kilowatt-hours, million","CIV"
"Côte d'Ivoire",1996,1685,"Kilowatt-hours, million","CIV"
"Côte d'Ivoire",1995,2131,"Kilowatt-hours, million","CIV"
"Côte d'Ivoire",2013,4767,"Kilowatt-hours, million","CIV"
"Côte d'Ivoire",2003,2582,"Kilowatt-hours, million","CIV"
"Côte d'Ivoire",2002,2827,"Kilowatt-hours, million","CIV"
"Côte d'Ivoire",2001,3091,"Kilowatt-hours, million","CIV"
"Côte d'Ivoire",2005,2826,"Kilowatt-hours, million","CIV"
"Cabo Verde",2011,263.37,"Kilowatt-hours, million","CPV"
"Cabo Verde",2007,192.41,"Kilowatt-hours, million","CPV"
"Cabo Verde",1997,73.6,"Kilowatt-hours, million","CPV"
"Cabo Verde",1999,93.8,"Kilowatt-hours, million","CPV"
"Cabo Verde",1994,61.1,"Kilowatt-hours, million","CPV"
"Cabo Verde",2000,121.63,"Kilowatt-hours, million","CPV"
"Cabo Verde",2012,266.03,"Kilowatt-hours, million","CPV"
"Cabo Verde",2014,295.4,"Kilowatt-hours, million","CPV"
"Cabo Verde",2004,170.583,"Kilowatt-hours, million","CPV"
"Cabo Verde",2002,141.38,"Kilowatt-hours, million","CPV"
"Cabo Verde",1996,68.9,"Kilowatt-hours, million","CPV"
"Cabo Verde",2008,198.3,"Kilowatt-hours, million","CPV"
"Cabo Verde",2006,188.1,"Kilowatt-hours, million","CPV"
"Cabo Verde",2009,219.65,"Kilowatt-hours, million","CPV"
"Cabo Verde",2003,155.2,"Kilowatt-hours, million","CPV"
"Cabo Verde",2010,250.95,"Kilowatt-hours, million","CPV"
"Cabo Verde",2001,124.58,"Kilowatt-hours, million","CPV"
"Cabo Verde",2005,185.88,"Kilowatt-hours, million","CPV"
"Cabo Verde",2013,291.39,"Kilowatt-hours, million","CPV"
"Cabo Verde",1995,65,"Kilowatt-hours, million","CPV"
"Cabo Verde",1998,81.4,"Kilowatt-hours, million","CPV"
"Cambodia",1994,124,"Kilowatt-hours, million","KHM"
"Cambodia",2011,2370,"Kilowatt-hours, million","KHM"
"Cambodia",1999,287,"Kilowatt-hours, million","KHM"
"Cambodia",2000,355,"Kilowatt-hours, million","KHM"
"Cambodia",2012,3035,"Kilowatt-hours, million","KHM"
"Cambodia",2004,637,"Kilowatt-hours, million","KHM"
"Cambodia",2008,1562,"Kilowatt-hours, million","KHM"
"Cambodia",2007,1319,"Kilowatt-hours, million","KHM"
"Cambodia",1997,235,"Kilowatt-hours, million","KHM"
"Cambodia",2014,4109,"Kilowatt-hours, million","KHM"
"Cambodia",2009,1778,"Kilowatt-hours, million","KHM"
"Cambodia",1995,108,"Kilowatt-hours, million","KHM"
"Cambodia",2006,1053,"Kilowatt-hours, million","KHM"
"Cambodia",1996,185,"Kilowatt-hours, million","KHM"
"Cambodia",2001,406,"Kilowatt-hours, million","KHM"
"Cambodia",2013,3306,"Kilowatt-hours, million","KHM"
"Cambodia",2002,463,"Kilowatt-hours, million","KHM"
"Cambodia",2010,2038,"Kilowatt-hours, million","KHM"
"Cambodia",2003,540,"Kilowatt-hours, million","KHM"
"Cambodia",2005,858,"Kilowatt-hours, million","KHM"
"Cambodia",1998,286,"Kilowatt-hours, million","KHM"
"Cameroon",1999,2681,"Kilowatt-hours, million","CMR"
"Cameroon",2011,4770,"Kilowatt-hours, million","CMR"
"Cameroon",1994,2590,"Kilowatt-hours, million","CMR"
"Cameroon",2004,3320,"Kilowatt-hours, million","CMR"
"Cameroon",2014,5485,"Kilowatt-hours, million","CMR"
"Cameroon",2002,2537,"Kilowatt-hours, million","CMR"
"Cameroon",2007,4217,"Kilowatt-hours, million","CMR"
"Cameroon",2008,4659,"Kilowatt-hours, million","CMR"
"Cameroon",2000,2719,"Kilowatt-hours, million","CMR"
"Cameroon",2006,4237,"Kilowatt-hours, million","CMR"
"Cameroon",2003,2807,"Kilowatt-hours, million","CMR"
"Cameroon",2012,4991,"Kilowatt-hours, million","CMR"
"Cameroon",2009,4662,"Kilowatt-hours, million","CMR"
"Cameroon",2013,5269,"Kilowatt-hours, million","CMR"
"Cameroon",1996,2675,"Kilowatt-hours, million","CMR"
"Cameroon",2005,3306,"Kilowatt-hours, million","CMR"
"Cameroon",1997,2860,"Kilowatt-hours, million","CMR"
"Cameroon",1995,2617,"Kilowatt-hours, million","CMR"
"Cameroon",2010,4863,"Kilowatt-hours, million","CMR"
"Cameroon",2001,2632,"Kilowatt-hours, million","CMR"
"Cameroon",1998,2539,"Kilowatt-hours, million","CMR"
"Canada",1994,437418,"Kilowatt-hours, million","CAN"
"Canada",2012,495591,"Kilowatt-hours, million","CAN"
"Canada",2011,488004,"Kilowatt-hours, million","CAN"
"Canada",2002,489333,"Kilowatt-hours, million","CAN"
"Canada",1997,458876,"Kilowatt-hours, million","CAN"
"Canada",2008,521414,"Kilowatt-hours, million","CAN"
"Canada",1999,465901,"Kilowatt-hours, million","CAN"
"Canada",2005,509438,"Kilowatt-hours, million","CAN"
"Canada",2000,481504,"Kilowatt-hours, million","CAN"
"Canada",2007,514063,"Kilowatt-hours, million","CAN"
"Canada",2003,500859,"Kilowatt-hours, million","CAN"
"Canada",1995,446666,"Kilowatt-hours, million","CAN"
"Canada",2013,497820,"Kilowatt-hours, million","CAN"
"Canada",2004,506753,"Kilowatt-hours, million","CAN"
"Canada",2014,489239,"Kilowatt-hours, million","CAN"
"Canada",1998,455978,"Kilowatt-hours, million","CAN"
"Canada",2009,475863,"Kilowatt-hours, million","CAN"
"Canada",1996,453072,"Kilowatt-hours, million","CAN"
"Canada",2010,478638,"Kilowatt-hours, million","CAN"
"Canada",2001,480502,"Kilowatt-hours, million","CAN"
"Canada",2006,497285,"Kilowatt-hours, million","CAN"
"Cayman Islands",2012,567.5,"Kilowatt-hours, million","CYM"
"Cayman Islands",2007,554,"Kilowatt-hours, million","CYM"
"Cayman Islands",2011,573,"Kilowatt-hours, million","CYM"
"Cayman Islands",1998,343,"Kilowatt-hours, million","CYM"
"Cayman Islands",1999,363,"Kilowatt-hours, million","CYM"
"Cayman Islands",1994,252,"Kilowatt-hours, million","CYM"
"Cayman Islands",1996,282,"Kilowatt-hours, million","CYM"
"Cayman Islands",1997,312,"Kilowatt-hours, million","CYM"
"Cayman Islands",1995,269,"Kilowatt-hours, million","CYM"
"Cayman Islands",2004,396,"Kilowatt-hours, million","CYM"
"Cayman Islands",2000,386,"Kilowatt-hours, million","CYM"
"Cayman Islands",2010,571,"Kilowatt-hours, million","CYM"
